user_id,method,run,recall@10,ndcg@10,mrr,arp@10,long_tail_share@10,genre_diversity@10,tokens_in,tokens_out,latency_s,parsed_ok
user_000404,gpt41_with_history,1,0.4,0.27727342735504823,0.25,49.2,0.1,0.4,929.0,39.0,0.6012935638427734,True
user_000404,gpt41_with_history,2,0.4,0.27727342735504823,0.25,49.2,0.1,0.4,929.0,39.0,0.60274338722229,True
user_000404,claude_no_history,0,0.0,0.0,0.08333333333333333,61.2,0.1,0.5,380.0,43.0,2.988011121749878,True
user_000445,random,0,0.5,0.17723928678404774,0.1,70.2,0.1,0.6,,,,
user_000445,popularity,0,0.5,0.38685280723454163,0.5,81.1,0.0,0.2,,,,
user_000445,item_knn,0,1.0,1.0,1.0,61.8,0.1,0.7,,,,
user_000445,cbf,0,1.0,0.41183384043543503,0.16666666666666666,76.3,0.0,0.1,,,,
user_000445,claude_with_history,0,1.0,0.9197207891481876,1.0,71.7,0.0,0.3,1110.0,43.0,2.7332394123077393,True
user_000445,claude_with_history,1,1.0,0.9197207891481876,1.0,71.7,0.0,0.3,1110.0,43.0,2.224900007247925,True
user_000445,claude_with_history,2,1.0,0.9197207891481876,1.0,71.7,0.0,0.3,1110.0,43.0,2.255795955657959,True
user_000445,gpt41_with_history,0,1.0,1.0,1.0,72.4,0.0,0.2,918.0,39.0,0.6151692867279053,True
user_000445,gpt41_with_history,1,1.0,1.0,1.0,72.0,0.0,0.3,918.0,39.0,0.629859209060669,True
user_000445,gpt41_with_history,2,1.0,1.0,1.0,72.0,0.0,0.3,918.0,39.0,0.5573670864105225,True
user_000445,claude_no_history,0,0.5,0.21840743681816419,0.16666666666666666,70.8,0.1,0.5,407.0,43.0,2.3012187480926514,True
user_000507,random,0,0.0,0.0,0.08333333333333333,62.6,0.1,0.8,,,,
user_000507,popularity,0,0.0,0.0,0.08333333333333333,76.3,0.0,0.4,,,,
user_000507,item_knn,0,0.5,0.38685280723454163,0.5,61.1,0.1,0.5,,,,
user_000507,cbf,0,0.5,0.38685280723454163,0.5,62.7,0.1,0.6,,,,
user_000507,claude_with_history,0,0.5,0.6131471927654584,1.0,71.5,0.0,0.5,1077.0,43.0,2.1221518516540527,True
user_000507,claude_with_history,1,0.5,0.6131471927654584,1.0,71.5,0.0,0.5,1077.0,43.0,5.375397205352783,True
user_000507,claude_with_history,2,0.5,0.6131471927654584,1.0,71.5,0.0,0.5,1077.0,43.0,2.476358652114868,True
user_000507,gpt41_with_history,0,0.5,0.6131471927654584,1.0,68.1,0.0,0.4,916.0,39.0,0.6106858253479004,True
user_000507,gpt41_with_history,1,0.5,0.6131471927654584,1.0,68.1,0.0,0.4,916.0,39.0,0.5329818725585938,True
user_000507,gpt41_with_history,2,0.5,0.6131471927654584,1.0,68.1,0.0,0.4,916.0,39.0,0.6958720684051514,True
user_000507,claude_no_history,0,0.0,0.0,0.08333333333333333,59.5,0.2,0.7,402.0,43.0,2.657621383666992,True
user_000587,random,0,0.4,0.227804435066758,0.16666666666666666,50.2,0.3,0.9,,,,
user_000587,popularity,0,0.4,0.22004653412513583,0.14285714285714285,72.0,0.0,0.7,,,,
user_000587,item_knn,0,0.0,0.0,0.0625,49.1,0.3,0.5,,,,
user_000587,cbf,0,0.4,0.2442584792702138,0.2,45.5,0.3,0.7,,,,
user_000587,claude_with_history,0,0.2,0.1208113026994942,0.16666666666666666,50.8,0.3,0.4,1093.0,43.0,2.464672327041626,True
user_000587,claude_with_history,1,0.2,0.1208113026994942,0.16666666666666666,50.8,0.3,0.4,1093.0,43.0,2.1657159328460693,True
user_000587,claude_with_history,2,0.2,0.1208113026994942,0.16666666666666666,50.8,0.3,0.4,1093.0,43.0,2.581805944442749,True
user_000587,gpt41_with_history,0,0.4,0.5531464700081437,1.0,51.3,0.3,0.4,907.0,39.0,1.071542739868164,True
user_000587,gpt41_with_history,1,0.4,0.5531464700081437,1.0,51.3,0.3,0.4,907.0,39.0,0.8095383644104004,True
user_000587,gpt41_with_history,2,0.4,0.5531464700081437,1.0,51.3,0.3,0.4,907.0,39.0,0.5730490684509277,True
user_000587,claude_no_history,0,0.2,0.10699313236726378,0.125,53.0,0.3,0.5,387.0,43.0,2.7106428146362305,True
user_000627,random,0,0.25,0.13905617951077562,0.16666666666666666,65.7,0.0,0.7,,,,
user_000627,popularity,0,0.25,0.15101961822780524,0.2,73.8,0.0,0.5,,,,
user_000627,item_knn,0,0.25,0.24630238874073,0.5,72.5,0.0,0.5,,,,
user_000627,cbf,0,0.5,0.2303612461053624,0.1111111111111111,67.0,0.0,0.6,,,,
user_000627,claude_with_history,0,1.0,0.7397466333385988,0.5,58.0,0.0,0.7,1020.0,43.0,2.640613317489624,True
user_000627,claude_with_history,1,1.0,0.7397466333385988,0.5,58.0,0.0,0.7,1020.0,43.0,3.4807546138763428,True
user_000627,claude_with_history,2,1.0,0.7397466333385988,0.5,58.0,0.0,0.7,1020.0,43.0,1.8505339622497559,True
user_000627,gpt41_with_history,0,0.75,0.3535124404757274,0.125,55.3,0.0,0.7,866.0,43.0,0.7090773582458496,True
user_000627,gpt41_with_history,1,0.75,0.3535124404757274,0.125,58.9,0.0,0.8,866.0,39.0,0.6287450790405273,True
user_000627,gpt41_with_history,2,0.75,0.3535124404757274,0.125,57.8,0.0,0.8,866.0,39.0,0.5529439449310303,True
user_000627,claude_no_history,0,0.25,0.123151194370365,0.125,71.2,0.0,0.4,386.0,43.0,2.167431116104126,True
user_000668,random,0,0.8,0.7682972668889274,1.0,63.3,0.1,0.7,,,,
user_000668,popularity,0,0.6,0.639945385422766,1.0,75.9,0.0,0.5,,,,
user_000668,item_knn,0,0.4,0.36005461457723403,0.5,58.2,0.2,0.3,,,,
user_000668,cbf,0,0.6,0.5296347172140421,0.5,71.7,0.0,0.4,,,,
user_000668,claude_with_history,0,0.6,0.36506978196970796,0.2,65.4,0.1,0.7,1110.0,43.0,2.599252700805664,True
user_000668,claude_with_history,1,0.6,0.36506978196970796,0.2,65.4,0.1,0.7,1110.0,43.0,2.0552871227264404,True
user_000668,claude_with_history,2,0.6,0.36506978196970796,0.2,65.4,0.1,0.7,1110.0,43.0,2.4813292026519775,True
user_000668,gpt41_with_history,0,0.0,0.0,0.09090909090909091,45.1,0.3,0.3,951.0,39.0,0.6739583015441895,True
user_000668,gpt41_with_history,1,0.0,0.0,0.09090909090909091,45.1,0.3,0.3,951.0,39.0,0.6396081447601318,True
user_000668,gpt41_with_history,2,0.0,0.0,0.09090909090909091,45.1,0.3,0.3,951.0,39.0,0.657071590423584,True
user_000668,claude_no_history,0,0.2,0.16958010263680806,0.3333333333333333,60.1,0.2,0.6,391.0,43.0,2.2407946586608887,True
user_000688,random,0,0.4,0.22924436334369883,0.2,69.6,0.1,0.4,,,,
user_000688,popularity,0,0.2,0.10699313236726378,0.125,77.8,0.0,0.4,,,,
user_000688,item_knn,0,0.4,0.5087403079104241,1.0,70.3,0.0,0.5,,,,
user_000688,cbf,0,0.0,0.0,0.09090909090909091,71.3,0.0,0.1,,,,
user_000688,claude_with_history,0,0.0,0.0,0.06666666666666667,71.3,0.0,0.1,691.0,43.0,2.862028121948242,True
user_000688,claude_with_history,1,0.0,0.0,0.06666666666666667,71.3,0.0,0.1,691.0,43.0,3.4795656204223633,True
user_000688,claude_with_history,2,0.0,0.0,0.06666666666666667,71.3,0.0,0.1,691.0,43.0,2.4658775329589844,True
user_000688,gpt41_with_history,0,0.0,0.0,0.07692307692307693,71.3,0.0,0.1,582.0,39.0,0.8396387100219727,True
user_000688,gpt41_with_history,1,0.0,0.0,0.07692307692307693,71.3,0.0,0.1,582.0,39.0,0.7101471424102783,True
user_000688,gpt41_with_history,2,0.0,0.0,0.07692307692307693,71.3,0.0,0.1,582.0,39.0,0.6792449951171875,True
user_000688,claude_no_history,0,0.2,0.21398626473452756,0.5,74.6,0.0,0.4,412.0,43.0,2.339639663696289,True
user_000708,random,0,0.6,0.3661148839678423,0.25,35.8,0.6,0.9,,,,
user_000708,popularity,0,0.2,0.09803928583135704,0.1,71.3,0.0,0.6,,,,
user_000708,item_knn,0,0.4,0.5531464700081437,1.0,55.7,0.2,0.5,,,,
user_000708,cbf,0,0.6,0.3551588773328819,0.25,47.0,0.3,0.7,,,,
user_000708,claude_with_history,0,0.4,0.5531464700081437,1.0,55.2,0.2,0.5,1074.0,43.0,2.32877779006958,True
user_000708,claude_with_history,1,0.4,0.5531464700081437,1.0,55.2,0.2,0.5,1074.0,43.0,2.312218189239502,True
user_000708,claude_with_history,2,0.4,0.5531464700081437,1.0,55.2,0.2,0.5,1074.0,43.0,2.720874547958374,True
user_000708,gpt41_with_history,0,0.4,0.5531464700081437,1.0,53.0,0.2,0.5,897.0,39.0,0.6010749340057373,True
user_000708,gpt41_with_history,1,0.4,0.5531464700081437,1.0,53.0,0.2,0.5,897.0,39.0,0.6145985126495361,True
user_000708,gpt41_with_history,2,0.4,0.5531464700081437,1.0,53.0,0.2,0.5,897.0,39.0,0.6789815425872803,True
user_000708,claude_no_history,0,0.0,0.0,0.08333333333333333,58.9,0.2,0.6,409.0,43.0,2.200045585632324,True
user_000868,random,0,0.6666666666666666,0.43734888382569426,0.5,44.5,0.4,0.7,,,,
user_000868,popularity,0,0.0,0.0,0.0625,70.4,0.0,0.6,,,,
user_000868,item_knn,0,0.3333333333333333,0.23463936301137822,0.3333333333333333,56.0,0.2,0.7,,,,
user_000868,cbf,0,0.6666666666666666,0.43734888382569426,0.5,50.3,0.3,0.7,,,,
user_000868,claude_with_history,0,0.6666666666666666,0.7653606369886217,1.0,51.6,0.3,0.6,682.0,43.0,2.218754529953003,True
user_000868,claude_with_history,1,0.6666666666666666,0.7653606369886217,1.0,51.6,0.3,0.6,682.0,43.0,2.179074287414551,True
user_000868,claude_with_history,2,0.6666666666666666,0.7653606369886217,1.0,51.6,0.3,0.6,682.0,43.0,2.8620388507843018,True
user_000868,gpt41_with_history,0,0.6666666666666666,0.7653606369886217,1.0,51.6,0.3,0.7,590.0,39.0,0.7669351100921631,True
user_000868,gpt41_with_history,1,0.6666666666666666,0.7653606369886217,1.0,51.6,0.3,0.7,590.0,39.0,1.0534052848815918,True
user_000868,gpt41_with_history,2,0.6666666666666666,0.7653606369886217,1.0,51.6,0.3,0.7,590.0,39.0,0.9399783611297607,True
user_000868,claude_no_history,0,0.0,0.0,0.05555555555555555,53.4,0.2,0.6,384.0,43.0,2.386465311050415,True
user_000908,random,0,0.2,0.11305340175787204,0.14285714285714285,55.5,0.2,0.5,,,,
user_000908,popularity,0,0.6,0.3299018301896696,0.16666666666666666,71.3,0.0,0.4,,,,
user_000908,item_knn,0,0.0,0.0,0.0625,45.7,0.3,0.6,,,,
user_000908,cbf,0,0.4,0.22290869782240583,0.16666666666666666,59.7,0.1,0.6,,,,
user_000908,claude_with_history,0,0.0,0.0,0.09090909090909091,40.4,0.4,0.4,713.0,43.0,2.3603219985961914,True
user_000908,claude_with_history,1,0.0,0.0,0.09090909090909091,40.4,0.4,0.4,713.0,43.0,2.221468448638916,True
user_000908,claude_with_history,2,0.0,0.0,0.08333333333333333,40.4,0.4,0.4,713.0,43.0,2.7447054386138916,True
user_000908,gpt41_with_history,0,0.0,0.0,0.07142857142857142,42.5,0.4,0.3,608.0,39.0,0.5847103595733643,True
user_000908,gpt41_with_history,1,0.0,0.0,0.07142857142857142,42.5,0.4,0.3,608.0,39.0,0.5794546604156494,True
user_000908,gpt41_with_history,2,0.0,0.0,0.07142857142857142,42.5,0.4,0.3,608.0,39.0,0.6148507595062256,True
user_000908,claude_no_history,0,0.0,0.0,0.09090909090909091,53.2,0.3,0.4,385.0,43.0,2.5498299598693848,True
user_000928,random,0,0.5,0.20438239758848611,0.14285714285714285,44.5,0.3,0.5,,,,
user_000928,popularity,0,0.5,0.17723928678404774,0.1,74.0,0.0,0.6,,,,
user_000928,item_knn,0,0.5,0.23719771276929622,0.2,54.1,0.2,0.8,,,,
user_000928,cbf,0,0.0,0.0,0.08333333333333333,63.6,0.1,0.4,,,,
user_000928,claude_with_history,0,0.5,0.17723928678404774,0.1,64.1,0.1,0.4,608.0,43.0,1.9750733375549316,True
user_000928,claude_with_history,1,0.5,0.17723928678404774,0.1,64.1,0.1,0.4,608.0,43.0,2.056607961654663,True
user_000928,claude_with_history,2,0.5,0.17723928678404774,0.1,64.1,0.1,0.4,608.0,43.0,2.4241690635681152,True
user_000928,gpt41_with_history,0,0.5,0.18457569677956817,0.1111111111111111,59.4,0.1,0.5,533.0,39.0,1.0435717105865479,True
user_000928,gpt41_with_history,1,0.5,0.18457569677956817,0.1111111111111111,59.4,0.1,0.5,533.0,39.0,0.6264050006866455,True
user_000928,gpt41_with_history,2,0.5,0.17723928678404774,0.1,64.4,0.1,0.4,533.0,39.0,1.4058287143707275,True
user_000928,claude_no_history,0,0.0,0.0,0.058823529411764705,60.7,0.2,0.6,383.0,43.0,2.210585832595825,True
user_000968,random,0,0.2,0.09803928583135704,0.1,49.8,0.3,0.6,,,,
user_000968,popularity,0,0.6,0.3462050307969752,0.25,73.1,0.0,0.6,,,,
user_000968,item_knn,0,0.6,0.4468535299918563,0.3333333333333333,47.4,0.4,0.6,,,,
user_000968,cbf,0,0.8,0.5652378763720052,0.5,58.5,0.2,0.8,,,,
user_000968,claude_with_history,0,0.8,0.6128107307150344,0.5,56.1,0.3,0.6,651.0,43.0,2.9528493881225586,True
user_000968,claude_with_history,1,0.8,0.6128107307150344,0.5,56.1,0.3,0.6,651.0,43.0,2.2895684242248535,True
user_000968,claude_with_history,2,0.8,0.6128107307150344,0.5,56.1,0.3,0.6,651.0,43.0,2.325556993484497,True
user_000968,gpt41_with_history,0,0.6,0.5296347172140421,0.5,57.3,0.2,0.6,555.0,39.0,0.7539031505584717,True
user_000968,gpt41_with_history,1,0.6,0.5296347172140421,0.5,57.3,0.2,0.6,555.0,39.0,0.767754316329956,True
user_000968,gpt41_with_history,2,0.6,0.5296347172140421,0.5,57.3,0.2,0.6,555.0,39.0,0.7688915729522705,True
user_000968,claude_no_history,0,0.2,0.09803928583135704,0.1,46.7,0.4,0.5,381.0,43.0,2.1950957775115967,True
user_000989,random,0,0.5,0.17723928678404774,0.1,81.5,0.0,0.4,,,,
user_000989,popularity,0,0.0,0.0,0.058823529411764705,86.6,0.0,0.2,,,,
user_000989,item_knn,0,1.0,0.8175295903539445,1.0,71.7,0.0,0.6,,,,
user_000989,cbf,0,0.0,0.0,0.05555555555555555,85.7,0.0,0.2,,,,
user_000989,claude_with_history,0,1.0,1.0,1.0,78.7,0.0,0.4,1075.0,43.0,2.4105887413024902,True
user_000989,claude_with_history,1,1.0,1.0,1.0,78.7,0.0,0.4,1075.0,43.0,2.4951772689819336,True
user_000989,claude_with_history,2,1.0,1.0,1.0,78.7,0.0,0.4,1075.0,43.0,2.161369800567627,True
user_000989,gpt41_with_history,0,1.0,1.0,1.0,78.9,0.0,0.4,893.0,41.0,0.6171939373016357,True
user_000989,gpt41_with_history,1,1.0,1.0,1.0,78.9,0.0,0.4,893.0,41.0,0.7295308113098145,True
user_000989,gpt41_with_history,2,1.0,1.0,1.0,79.1,0.0,0.4,893.0,39.0,0.9065017700195312,True
user_000989,claude_no_history,0,0.5,0.21840743681816419,0.16666666666666666,80.6,0.0,0.4,395.0,43.0,2.132737398147583,True
